时间戳[G]	当前价[0]	成交总额[2]	成交总量[1]	原始成交总量[v]	持仓量[3]	昨结算[4]	成交笔数[5]	开盘价[8]	最高价[9]	最低价[a]	今结算[b]	前收盘[c]	证券状态[h]	市盈率2[7]	多档委买价[d]	多档委买量[e]	多档委卖价[f]	多档委卖量[g]
2019-12-2411:02:39	16.37	313929077.44	192236	0	13	0.00	13651	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	502,810,242,119,453	16.370000,16.380000,16.390000,16.400000,16.410000	37,1790,996,2596,3385
2019-12-2411:02:36	16.36	313879797.21	192207	0	13	0.00	13648	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	720,810,242,119,453	16.380000,16.390000,16.400000,16.410000,16.420000	1790,996,2596,3385,1060
2019-12-2411:02:33	16.38	313869999.03	192201	0	13	0.00	13644	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	7,710,813,242,119	16.380000,16.390000,16.400000,16.410000,16.420000	1790,996,2596,3385,1060
2019-12-2411:02:30	16.38	313708329.06	192102	0	13	0.00	13641	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	7,510,816,242,119	16.380000,16.390000,16.400000,16.410000,16.420000	1899,996,2592,3385,1060
2019-12-2411:02:27	16.35	313545026.06	192002	0	13	0.00	13635	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	211,242,119,453,789	16.370000,16.380000,16.390000,16.400000,16.410000	61,1938,996,2592,3385
2019-12-2411:02:24	16.36	312687403.56	191478	0	13	0.00	13631	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	277,242,304,453,789	16.360000,16.370000,16.380000,16.390000,16.400000	408,11,1938,996,2592
2019-12-2411:02:21	16.35	312641679.00	191450	0	13	0.00	13630	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	269,242,304,453,789	16.360000,16.370000,16.380000,16.390000,16.400000	436,11,1938,986,2592
2019-12-2411:02:18	16.36	312625348.80	191440	0	13	0.00	13628	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	264,242,304,453,789	16.360000,16.370000,16.380000,16.390000,16.400000	421,11,1938,986,2584
2019-12-2411:02:15	16.36	312620449.74	191437	0	13	0.00	13626	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	264,242,304,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	424,11,1938,986,2584
2019-12-2411:02:12	16.35	312615550.68	191434	0	13	0.00	13624	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	265,242,304,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	426,11,1938,986,2574
2019-12-2411:02:09	16.36	312599220.48	191424	0	13	0.00	13621	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	270,165,304,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	431,11,1938,986,2574
2019-12-2411:02:06	16.36	312594321.42	191421	0	13	0.00	13619	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	270,165,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	434,11,1938,986,2574
2019-12-2411:02:03	16.36	312587789.34	191417	0	13	0.00	13617	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	262,165,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	438,8,1938,986,2574
2019-12-2411:02:00	16.36	312457147.74	191337	0	13	0.00	13609	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	262,165,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	518,8,1938,986,2574
2019-12-2411:01:54	16.36	312313441.98	191249	0	13	0.00	13602	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	262,165,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	606,8,1938,986,2577
2019-12-2411:01:51	16.37	312279148.56	191228	0	13	0.00	13597	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	12,262,165,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	14,1938,986,2577,3385
2019-12-2411:01:48	16.37	312275882.52	191226	0	13	0.00	13596	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	7,262,165,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	16,1938,986,2577,3385
2019-12-2411:01:45	16.36	312267717.42	191221	0	13	0.00	13595	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	4,262,152,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	20,1937,986,2577,3385
2019-12-2411:01:42	16.36	312264451.38	191219	0	13	0.00	13593	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	261,152,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	1,20,1937,986,2577
2019-12-2411:01:39	16.36	312254653.26	191213	0	13	0.00	13592	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	259,152,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	7,20,1937,986,2570
2019-12-2411:01:36	16.37	312241589.10	191205	0	13	0.00	13589	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	252,152,274,453,792	16.360000,16.380000,16.390000,16.400000,16.410000	15,1937,986,2570,3385
2019-12-2411:01:33	16.36	311733443.95	190895	0	13	0.00	13577	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	252,152,274,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	3,228,1937,986,2570
2019-12-2411:01:30	16.37	311677921.61	190861	0	13	0.00	13567	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	18,252,152,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	243,1937,986,2570,3385
2019-12-2411:01:27	16.37	311509721.58	190758	0	13	0.00	13554	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	118,252,152,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	245,1924,886,2570,3385
2019-12-2411:01:24	16.37	311491758.47	190747	0	13	0.00	13552	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	116,252,152,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	256,1924,906,2570,3385
2019-12-2411:01:21	16.36	311459098.27	190727	0	13	0.00	13551	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	111,252,152,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	266,1924,906,2565,3385
2019-12-2411:01:18	16.37	311455832.25	190725	0	13	0.00	13550	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	113,252,176,274,453	16.370000,16.380000,16.390000,16.400000,16.410000	249,1924,906,2565,3385
2019-12-2411:01:15	16.37	311446034.19	190719	0	13	0.00	13546	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	113,252,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	222,1924,906,2565,3385
2019-12-2411:01:12	16.36	311405208.94	190694	0	13	0.00	13541	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	113,252,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	247,1924,893,2565,3385
2019-12-2411:01:09	16.36	311387245.83	190683	0	13	0.00	13536	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	121,252,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	125,1914,893,2565,3385
2019-12-2411:01:06	16.37	311382346.80	190680	0	13	0.00	13534	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	125,242,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	87,1914,893,2565,3385
2019-12-2411:01:03	16.37	311210880.75	190575	0	13	0.00	13532	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	125,242,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	192,1904,893,2553,3385
2019-12-2411:01:00	16.36	311176587.54	190554	0	13	0.00	13528	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	127,242,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	200,1898,893,2553,3404
2019-12-2411:00:57	16.36	311168422.49	190549	0	13	0.00	13524	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	128,247,176,294,453	16.380000,16.390000,16.400000,16.410000,16.420000	1902,893,2553,3404,1105
2019-12-2411:00:54	16.38	311063909.85	190485	0	13	0.00	13516	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	189,247,176,294,453	16.380000,16.390000,16.400000,16.410000,16.420000	1902,893,2558,3404,1105
2019-12-2411:00:51	16.37	310689681.00	190257	0	13	0.00	13501	16.23	16.41	16.23	0.00	16.24	0	0.00	16.370000,16.360000,16.350000,16.340000,16.330000	19,307,257,176,294	16.380000,16.390000,16.400000,16.410000,16.420000	1992,900,2558,3404,1105
2019-12-2411:00:48	16.36	310577004.00	190188	0	13	0.00	13494	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	350,193,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	17,1992,885,2538,3404
2019-12-2411:00:45	16.36	310207679.37	189963	0	13	0.00	13492	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	572,193,176,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	17,1992,885,2538,3424
2019-12-2411:00:42	16.37	310204413.39	189961	0	13	0.00	13490	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	574,193,174,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	17,1992,885,2538,3424
2019-12-2411:00:39	16.36	310158689.67	189933	0	13	0.00	13485	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	578,193,174,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	26,1992,885,2538,3424
2019-12-2411:00:36	16.37	309949666.95	189805	0	13	0.00	13483	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	696,193,177,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	26,1992,885,2538,3424
2019-12-2411:00:33	16.36	309846788.58	189742	0	13	0.00	13477	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	646,193,157,294,453	16.370000,16.380000,16.390000,16.400000,16.410000	89,1992,885,2538,3424
2019-12-2411:00:30	16.37	309740644.23	189677	0	13	0.00	13475	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	682,193,147,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	97,1992,885,2538,3424
2019-12-2411:00:27	16.37	308793252.04	189098	0	13	0.00	13471	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	1246,193,154,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	110,1992,885,2538,3424
2019-12-2411:00:24	16.36	308772023.30	189085	0	13	0.00	13470	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	1245,193,154,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	130,1992,885,2538,3424
2019-12-2411:00:21	16.36	308765491.38	189081	0	13	0.00	13468	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	1249,146,154,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	130,1991,885,2538,3380
2019-12-2411:00:18	16.35	308615257.22	188989	0	13	0.00	13452	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	131,154,470,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	7,210,1991,885,2537
2019-12-2411:00:15	16.35	308407868.76	188862	0	13	0.00	13445	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	253,154,470,453,792	16.360000,16.370000,16.380000,16.390000,16.400000	8,204,1991,885,2537
2019-12-2411:00:12	16.37	308404602.80	188860	0	13	0.00	13443	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	1,254,114,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	204,1991,885,2537,3370
2019-12-2411:00:09	16.37	308404602.80	188860	0	13	0.00	13443	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	248,114,470,453,792	16.370000,16.380000,16.390000,16.400000,16.410000	203,1991,863,2537,3370
2019-12-2411:00:06	16.37	308365411.28	188836	0	13	0.00	13428	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	15,228,114,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	88,1905,863,2534,3345
2019-12-2411:00:03	16.37	308365411.28	188836	0	13	0.00	13428	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	15,128,111,470,453	16.370000,16.380000,16.390000,16.400000,16.410000	48,1905,863,2534,3345
2019-12-2411:00:00	16.36	308342549.56	188822	0	13	0.00	13426	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	9,128,111,470,431	16.370000,16.380000,16.390000,16.400000,16.410000	56,1905,863,2534,3345
2019-12-2410:59:57	16.35	308272331.42	188779	0	13	0.00	13417	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	128,1389,470,427,792	16.360000,16.370000,16.380000,16.390000,16.400000	2,95,1899,663,2534
2019-12-2410:59:54	16.35	308247582.05	188765	0	13	0.00	13412	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	128,1375,470,427,792	16.360000,16.370000,16.380000,16.390000,16.400000	6,86,1899,663,2534
2019-12-2410:59:51	16.37	308218188.59	188747	0	13	0.00	13407	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	126,1375,470,427,792	16.370000,16.380000,16.390000,16.400000,16.410000	96,1909,663,2534,3345
2019-12-2410:59:48	16.35	308193694.04	188732	0	13	0.00	13405	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	15,1351,450,427,792	16.370000,16.380000,16.390000,16.400000,16.410000	113,1909,663,2534,3340
2019-12-2410:59:45	16.35	308161034.64	188712	0	13	0.00	13399	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	23,1350,450,427,792	16.370000,16.380000,16.390000,16.400000,16.410000	123,1909,663,2534,3340
2019-12-2410:59:42	16.34	308157768.70	188710	0	13	0.00	13398	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	1461,450,427,792,862	16.350000,16.370000,16.380000,16.390000,16.400000	2,123,1909,663,2532
2019-12-2410:59:39	16.37	307992838.73	188609	0	13	0.00	13394	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	87,450,427,792,860	16.370000,16.380000,16.390000,16.400000,16.410000	196,1909,663,2532,3340
2019-12-2410:59:36	16.37	307992838.73	188609	0	13	0.00	13394	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	11,450,427,792,860	16.370000,16.380000,16.390000,16.400000,16.410000	193,1936,663,2532,3340
2019-12-2410:59:33	16.34	307984673.88	188604	0	13	0.00	13393	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	11,450,427,792,860	16.370000,16.380000,16.390000,16.400000,16.410000	198,1936,663,2582,3340
2019-12-2410:59:30	16.34	307984673.88	188604	0	13	0.00	13393	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	11,450,427,792,860	16.370000,16.380000,16.390000,16.400000,16.410000	181,1986,633,2582,3340
2019-12-2410:59:27	16.37	307020974.40	188015	0	13	0.00	13372	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	308,51,213,450,427	16.370000,16.380000,16.390000,16.400000,16.410000	216,1986,633,2582,3340
2019-12-2410:59:24	16.37	307011176.64	188009	0	13	0.00	13370	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	308,51,213,450,427	16.370000,16.380000,16.390000,16.400000,16.410000	222,1986,633,2582,3329
2019-12-2410:59:21	16.36	307006277.76	188006	0	13	0.00	13369	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	311,51,213,460,427	16.370000,16.380000,16.390000,16.400000,16.410000	225,1961,633,2572,3329
2019-12-2410:59:18	16.36	307006277.76	188006	0	13	0.00	13369	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	311,123,213,460,427	16.370000,16.380000,16.390000,16.400000,16.410000	231,1961,633,2572,3329
2019-12-2410:59:15	16.36	307001378.88	188003	0	13	0.00	13367	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	250,123,213,460,427	16.370000,16.380000,16.390000,16.400000,16.410000	233,1961,633,2572,3329
2019-12-2410:59:12	16.36	306986682.24	187994	0	13	0.00	13365	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	254,123,213,460,427	16.370000,16.380000,16.390000,16.400000,16.410000	238,1961,633,2565,3329
2019-12-2410:59:09	16.36	306985049.28	187993	0	13	0.00	13364	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	255,123,213,460,427	16.370000,16.380000,16.390000,16.400000,16.410000	238,1961,577,2590,3329
2019-12-2410:59:06	16.36	306658457.28	187793	0	13	0.00	13363	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	419,123,213,445,427	16.370000,16.380000,16.390000,16.400000,16.410000	238,1961,577,2590,3322
2019-12-2410:59:03	16.36	306557213.76	187731	0	13	0.00	13358	16.23	16.41	16.23	0.00	16.24	0	0.00	16.360000,16.350000,16.340000,16.330000,16.320000	467,110,213,445,427	16.370000,16.380000,16.390000,16.400000,16.410000	203,1950,577,2590,3322
2019-12-2410:59:00	16.36	306346561.92	187602	0	13	0.00	13345	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	79,213,445,427,792	16.360000,16.370000,16.380000,16.390000,16.400000	48,255,1950,577,2590
2019-12-2410:58:57	16.35	305530081.92	187102	0	13	0.00	13344	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	75,213,445,427,792	16.360000,16.370000,16.380000,16.390000,16.400000	577,251,1950,577,2589
2019-12-2410:58:54	16.35	305530081.92	187102	0	13	0.00	13344	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	75,213,445,493,792	16.360000,16.370000,16.380000,16.390000,16.400000	577,251,1950,577,2589
2019-12-2410:58:51	16.36	305528448.96	187101	0	13	0.00	13343	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	76,213,445,493,792	16.360000,16.370000,16.380000,16.390000,16.400000	577,251,1950,590,2589
2019-12-2410:58:48	16.35	305479460.16	187071	0	13	0.00	13340	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	76,213,445,493,792	16.360000,16.370000,16.380000,16.390000,16.400000	607,251,1950,590,2589
2019-12-2410:58:45	16.35	305479460.16	187071	0	13	0.00	13340	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	73,213,445,493,792	16.360000,16.370000,16.380000,16.390000,16.400000	578,251,1959,590,2589
2019-12-2410:58:42	16.35	305477827.20	187070	0	13	0.00	13339	16.23	16.41	16.23	0.00	16.24	0	0.00	16.350000,16.340000,16.330000,16.320000,16.310000	74,202,445,493,792	16.360000,16.370000,16.380000,16.390000,16.400000	561,251,1959,590,2589
2019-12-2410:58:39	16.34	305407372.60	187028	0	13	0.00	13333	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	203,445,493,792,855	16.360000,16.370000,16.380000,16.390000,16.400000	580,251,1960,590,2589
2019-12-2410:58:36	16.34	305317560.35	186973	0	13	0.00	13330	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	197,437,493,792,855	16.350000,16.360000,16.370000,16.380000,16.390000	10,622,251,1960,597
2019-12-2410:58:33	16.34	305317560.35	186973	0	13	0.00	13330	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	197,432,427,792,855	16.350000,16.360000,16.370000,16.380000,16.390000	10,622,251,1960,597
2019-12-2410:58:30	16.34	305312661.50	186970	0	13	0.00	13329	16.23	16.41	16.23	0.00	16.24	0	0.00	16.340000,16.330000,16.320000,16.310000,16.300000	190,432,427,792,855	16.350000,16.360000,16.370000,16.380000,16.390000	10,622,251,1960,597
2019-12-2410:58:27	16.34	304894626.30	186714	0	13	0.00	13325	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	433,427,792,855,297	16.340000,16.360000,16.370000,16.380000,16.390000	255,622,251,1960,597
2019-12-2410:58:24	16.34	304763990.30	186634	0	13	0.00	13323	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	433,427,792,855,297	16.340000,16.360000,16.370000,16.380000,16.390000	35,622,251,1960,597
2019-12-2410:58:21	16.34	304760724.40	186632	0	13	0.00	13322	16.23	16.41	16.23	0.00	16.24	0	0.00	16.330000,16.320000,16.310000,16.300000,16.290000	433,427,789,855,297	16.340000,16.360000,16.370000,16.380000,16.390000	37,622,251,1960,597
